x1;x2;x3;x4;x5;x6;x7;x_train
6684.191733;210680.137;853.2999878;0.419999987;10914.80666;327.3831148;328.858905;9.800000191
6692.872765;212037.9109;856.2000122;0.409999996;11129.7975;328.8635303;331.3902543;8.5
6702.085642;212477.3417;856.7000122;0.449999988;10920.4938;330.0102713;331.9738516;9.800000191
6660.170742;188069.1301;857.7000122;0.460000008;11091.98424;329.1242848;329.6127935;10.10000038
6619.378591;171671.6389;858.2999878;0.600000024;11450.81489;326.2440047;326.9492047;3.700000048
6668.860554;193431.3411;854.9000244;0.50999999;11218.86671;326.0823625;327.5481996;2.799999952
6706.343345;214571.0035;854.2000122;0.49000001;10208.76799;325.9422733;324.203958;2.400000095
6689.054217;324801.2876;843.4000244;0.409999996;9638.338477;338.0908309;343.5258968;7.699999809
6618.838536;325319.9109;849.2000122;0.529999971;9466.631378;338.4631202;341.7004398;7.099999905
6607.641046;323801.6243;844.9000244;0.49000001;9523.470144;339.3570003;342.8841118;8.100000381
6597.361839;325006.8728;845.5;0.469999999;9506.763859;340.2322294;343.8805312;6.199999809
6550.967225;324995.1621;845.0999756;0.479999989;9899.48508;342.7148918;347.3791175;6.400000095
6552.541581;325083.5208;848;0.560000002;10016.08959;343.3052673;348.5088349;5.199999809
6619.440904;325004.2236;847.2999878;0.5;9783.101923;342.8081821;347.235881;3.299999952
6615.713703;325005.3228;844.5999756;0.419999987;9552.720987;341.6881614;345.4232722;4.800000191
6606.451632;324879.5037;844.0999756;0.409999996;8964.732307;340.2844384;341.8847166;5.199999809
6607.767487;324578.3879;844.5;0.400000006;8916.975841;340.3814565;341.9029322;8.100000381
6620.517222;324996.5435;846.7000122;0.49000001;9244.798549;341.4886264;343.1728015;7.300000191
6617.868849;325017.3743;846.2999878;0.389999986;9187.018771;341.3678718;342.9304357;7.199999809
6611.782054;325005.4665;845.7999878;0.379999995;9334.822683;341.1345949;343.536474;7
6614.947818;325009.6914;845.4000244;0.379999995;9489.312878;341.0717292;344.1595495;7.5
6614.542792;325013.7433;846;0.409999996;9449.585108;339.7531469;342.3609199;8.699999809
6605.332029;325012.3628;844.7999878;0.400000006;9234.882907;340.0504971;342.3638633;7.900000095
6589.033615;325107.2181;844.7999878;0.49000001;9367.692372;339.6295493;342.6575472;3.400000095
6644.567816;324997.4889;843.2000122;0.400000006;9539.721473;339.4931454;342.904398;8.199999809
6660.47116;324992.085;845.7999878;0.389999986;9873.779323;341.4139246;345.3344388;7
6075.028361;223204.794;848.7000122;0.5;11865.95609;333.8262285;338.9946619;5
6593.342283;324867.605;843.2000122;0.270000011;10246.10885;344.5624684;348.7227649;4.699999809
6606.666416;324496.8053;843.5999756;0.550000012;10643.52578;342.5889781;348.2129095;8.5
6625.006274;325003.5375;844.4000244;0.589999974;11090.16483;342.3374566;348.2064332;7.599999905
6610.338096;325003.1968;845;0.600000024;11250.74162;345.4652798;353.2021369;8.300000191
6628.482621;324994.6183;851.9000244;0.720000029;11578.125;348.4808365;356.9047092;7.699999809
6546.355839;324986.4567;854.0999756;0.720000029;10076.51057;351.0115876;356.5819211;5.800000191
6617.661303;325514.4295;853.0999756;0.75;8978.410169;343.4135136;346.0454863;3.599999905
6608.690046;325012.5114;848.4000244;0.589999974;8372.959212;341.1477908;341.7410372;8.800000191
6644.936523;324994.6924;853.2000122;0.589999974;8872.644259;340.0344421;342.187142;10.30000019
6633.627098;324960.1358;850.9000244;0.589999974;8604.316027;340.3183894;341.2638152;12
6636.827912;324994.8201;848.5999756;0.579999983;9080.964748;340.088453;342.4477006;9.699999809
6642.393417;325004.0641;849.5999756;0.5;9652.7594;342.5805446;347.3588566;8.399999619
6670.899276;325001.5711;850.4000244;0.540000021;9626.714703;343.776629;348.1008611;10.19999981
6681.334436;324989.8593;854.2000122;0.569999993;9863.991836;342.8000749;347.4053297;9.199999809
6667.385946;325011.9125;855.0999756;0.519999981;9904.917766;344.7605554;348.8426812;5.900000095
6678.386123;324993.655;850.7999878;0.5;10195.43584;342.9103077;347.8455993;6.300000191
6671.491845;325007.4746;853.2999878;0.400000006;9979.007851;341.9258211;346.5653438;7.199999809
6673.904733;325006.9458;852.0999756;0.5;10241.12034;342.3153086;347.25506;11.39999962
6679.267343;324984.0246;851.5999756;0.610000014;10344.74677;344.0932815;350.2568095;7.800000191
6682.677527;325009.7936;853.2000122;0.529999971;9942.119072;343.1395407;347.6100804;7.699999809
6674.406814;325003.9101;853.2999878;0.519999981;9720.193305;343.7325862;347.7570316;9.100000381
6673.328228;324999.6799;853.7000122;0.519999981;9626.059486;343.5090466;347.0763431;11.30000019
6679.79923;325010.5275;853;0.529999971;9788.130513;345.1513923;348.6752841;10.5
6689.85687;325003.9173;850.9000244;0.660000026;10045.92596;346.1732281;350.4056724;6.900000095
6696.115943;325000.4192;849.9000244;0.689999998;10164.16404;346.4047192;351.0428316;5.699999809
6689.480672;325002.9283;850.2000122;0.689999998;9781.315664;345.5901954;349.5698417;7.5
6688.309355;325002.2664;852;0.680000007;9745.958512;345.94987;349.9403585;8.199999809
6667.494214;316413.7228;853.0999756;0.689999998;9618.412549;344.1970722;347.4702034;8.899999619
6526.582246;239397.8838;850;0.709999979;10516.67993;337.8067986;339.9295829;6.699999809
6463.952021;212640.6141;849.5;0.660000026;10544.15259;335.3488939;335.2752731;4.199999809
6602.301919;324223.8634;848.5;0.579999983;9757.860653;347.7363917;353.5533771;4.900000095
6505.570466;269995.1104;849;0.540000021;9613.898827;344.5281781;347.4623185;3.599999905
6507.427758;269966.132;847.7999878;0.519999981;9149.12586;340.0952825;341.0361703;3.5
6489.7258;250717.439;843.9000244;0.409999996;9419.446624;336.8891447;336.3641791;5.699999809
6876.13123;287752.4818;842.7000122;0.439999998;10348.93817;337.5770192;341.6564445;6.099999905
6894.937741;295022.6394;840.4000244;0.620000005;9230.755373;340.1809134;339.884067;7.099999905
6903.503757;300016.7513;841.4000244;0.660000026;9426.702539;340.5943565;341.6974274;6.599999905
6900.552211;300025.9835;843.9000244;0.649999976;9147.752057;341.1790847;341.8448027;7.5
6932.500934;299455.8173;845.4000244;0.680000007;9904.526321;341.9092966;344.7188705;5.800000191
6910.420558;290097.2017;846.2000122;0.670000017;9480.894703;342.3443659;343.1831609;6.5
6909.887368;289992.1637;848.9000244;0.689999998;9426.537632;342.2602072;342.8053634;6.900000095
6892.848154;281974.1635;848.4000244;0.680000007;9464.942164;343.3757374;344.0211611;6.199999809
6872.725374;269993.8862;849.2999878;0.689999998;9444.529174;341.3806603;341.2816124;6.5
6871.350529;274997.695;849.0999756;0.670000017;9697.645183;340.0532406;339.9437645;8.300000191
6888.461422;275064.3426;848.0999756;0.620000005;10715.02872;343.1661853;347.8262192;5
6885.663055;284987.683;849.7000122;0.680000007;10156.75323;344.3805294;346.8368727;4.099999905
6868.077806;290016.1906;846.2000122;0.649999976;10229.40522;343.886838;348.6332626;4.599999905
6869.777448;289992.8989;846.2999878;0.670000017;9849.079791;344.1151932;347.1092188;5.099999905
6872.622384;289998.2663;846.0999756;0.670000017;9526.725851;345.5700151;347.5569906;4.800000191
6841.493491;289992.3025;847.4000244;0.699999988;8813.82983;343.1103932;341.9235512;9.300000191
6839.549957;289799.8892;846.7999878;0.689999998;9074.7034;342.2073862;341.927725;9.399999619
6821.502178;274987.6476;845.2999878;0.75999999;9622.524544;342.3962635;343.271053;5.599999905
6820.425331;274968.0843;843.0999756;0.649999976;9866.817699;343.0609752;344.9434752;3.900000095
6827.655941;274997.2771;843.0999756;0.649999976;10485.29268;343.2735123;347.6400842;3.799999952
6827.207848;274996.6941;843.9000244;0.670000017;10291.58652;343.2064224;346.7806458;3.299999952
6828.640731;275706.0866;843.4000244;0.660000026;10536.85659;342.0366443;346.6650768;3.900000095
6796.841954;260997.6766;844.9000244;0.680000007;10266.31459;343.105803;346.9312718;3.799999952
6798.265049;260347.604;847.2999878;0.689999998;10099.48305;342.0523399;345.0846053;4.400000095
6007.901509;162506.6627;848.5;0.639999986;11329.88849;326.6925193;332.4060207;0.600000024
6727.88495;245690.2587;848.5;0.639999986;10292.26913;338.7925934;341.5370156;1.100000024
6769.641602;282078.7757;836;0.439999998;9492.765903;339.7932911;342.4415972;3.599999905
6817.188038;309955.0687;836;0.439999998;9002.892329;337.5294856;339.4392627;4.099999905
6811.042796;310052.4721;835.7999878;0.439999998;8927.217724;336.5214533;337.7617411;5.400000095
6798.810909;310016.1213;834.2000122;0.449999988;8732.699188;336.1540994;337.1273576;8.399999619
6745.466461;279955.4691;835.9000244;0.49000001;9168.895386;336.0297007;336.4522004;9.800000191
6703.078625;244973.87;839.7999878;0.50999999;9945.743528;335.5566705;336.5495567;4.699999809
6701.574702;245107.6781;837.5999756;0.519999981;9666.205975;333.9371759;333.2900601;7.900000095
6699.899665;245132.7729;837.2999878;0.529999971;9669.88837;334.0922883;333.3921932;8
6653.738525;215015.1987;837.7999878;0.529999971;10197.02353;333.9719471;333.8893087;3.700000048
6637.275838;209996.3188;838.9000244;0.529999971;10142.68293;331.8411931;330.9333861;6.800000191
6630.59994;202543.066;840;0.550000012;10547.99146;333.1693051;334.6676573;5.199999809
6652.93116;207734.9515;840.4000244;0.579999983;12498.31039;339.4685616;347.3338571;9.100000381
6656.51628;205940.4182;851.5999756;0.810000002;12812.08903;340.3279222;349.1117383;7.699999809
6657.892113;210953.7669;851.5999756;0.810000002;12543.97804;339.7232642;348.1217279;6.900000095
6725.222148;242740.7853;850.5999756;0.860000014;12065.09125;347.6334605;355.8731368;3.200000048
6718.456528;238112.0163;859.9000244;0.790000021;12365.26254;347.7519793;356.2550795;3.299999952
6807.199388;288309.8168;859.9000244;0.790000021;11337.86748;351.4853635;358.4148872;3.900000095
6774.196145;271981.4739;859.7000122;0.720000029;11130.13009;352.271879;356.7345097;3.400000095
6738.162878;260212.1435;853.9000244;0.720000029;11409.69587;352.3209504;356.8532826;3.400000095
6709.965567;255002.4109;855.7999878;0.720000029;10956.83981;348.1460598;351.6568344;6
6729.878485;264997.4286;855.5999756;0.769999981;10906.14874;350.1778164;353.8097513;7.5
6752.904502;272267.1659;856.5;0.800000012;10613.65547;349.7986923;353.2413204;6.599999905
6762.056864;262779.4023;858.7000122;0.779999971;10852.80955;351.7305432;356.4120512;3.099999905
6795.882932;324987.7152;861.7999878;0.720000029;9529.060748;361.5015893;364.1046149;3.599999905
6547.552658;172340.4017;862.7999878;0.910000026;16712.53467;263.8010213;257.7769821;13.5
6484.537751;168036.0744;862.7999878;0.910000026;12405.05941;348.6407533;347.1984783;0.800000012
6474.388774;197970.5705;862.7999878;0.910000026;12165.40894;355.7836196;357.0817214;0.800000012
6681.834971;212859.0335;836.7999878;0.670000017;12113.31186;354.0275892;356.4160918;0.800000012
6719.424721;232845.6705;836.4000244;0.709999979;10890.01719;352.4203502;352.8859262;0.899999976
6716.433603;233028.2559;834.2000122;0.709999979;10480.09063;350.6965803;350.2573037;1
6635.777273;266704.4794;834.2000122;0.709999979;10360.55723;352.3696106;354.2124493;1.200000048
6758.018278;315868.2221;842.9000244;0.74000001;9575.75941;355.0302721;357.083;1.600000024
6714.079256;325781.1616;842.9000244;0.74000001;9019.563525;353.1154871;355.2590385;3.299999952
6611.152935;280012.0239;847.7000122;0.769999981;9706.73516;343.5428736;347.0491975;9.199999809
6720.811607;319260.528;851.9000244;0.800000012;9384.664055;349.3900745;352.5852666;8.399999619
6733.047937;293551.3026;847.9000244;0.860000014;9240.398959;348.0852868;349.0601171;4.800000191
6753.117987;295133.904;844.2000122;0.75;9361.847473;349.2749648;350.2415419;17.89999962
6703.192475;268206.6364;853.4000244;0.920000017;9431.23343;346.3508476;346.0113396;11.5
6710.90922;280515.5623;853.4000244;0.920000017;9066.877411;346.4232395;346.4949069;6.300000191
6723.698988;290011.0031;849.5;0.730000019;9234.631367;345.9557744;347.5804613;8.300000191
6723.192796;291038.5941;850.2999878;0.649999976;8917.028557;345.0298422;345.5247652;8.100000381
6534.466105;184995.3373;849.0999756;0.709999979;11087.81431;336.232429;339.2027193;8.199999809
6530.800606;184993.5296;845.2000122;0.550000012;10276.25216;334.2467158;332.5252469;1.5
6612.226301;239928.4713;845.2000122;0.550000012;8576.883481;331.3364631;326.2497047;7
6707.440993;280117.6484;842.7999878;0.529999971;9610.355574;345.1956196;347.9470015;6.699999809
6668.530516;250017.1879;842.7999878;0.529999971;9647.861571;346.5259362;346.902415;5.699999809
6670.500888;254997.721;855.7999878;0.790000021;9538.406491;343.6240804;343.5097388;7.699999809
6668.70516;255200.7527;846.7000122;0.779999971;9543.151172;343.7927051;343.7635133;9.699999809
6642.003364;240498.9533;848.5;0.800000012;9891.457644;342.5062863;342.6126531;12.60000038
6645.032902;236997.7221;851.2999878;0.889999986;10175.09089;344.1203925;344.4133065;7.400000095
6657.735542;245354.534;848.7999878;0.850000024;10134.82339;344.2992337;344.5530927;7.900000095
6647.203344;240424.8944;846.7000122;0.980000019;10185.62821;343.3809589;343.4798433;8.199999809
6637.012002;235606.5392;846.4000244;0.860000014;10278.87396;341.4630644;342.2836667;9.5
6681.042154;263173.8632;847.7999878;0.860000014;9565.703661;345.912523;345.9084576;9.600000381
6741.133935;295013.793;848;0.829999983;9603.005604;347.6076506;350.3364166;9.300000191
6621.934709;221291.2513;847.5999756;0.790000021;10334.84406;344.0116154;344.2594313;1.700000048
6594.811921;204997.9299;847.5999756;0.790000021;10659.7601;342.1539268;342.5596893;1.200000048
6755.365997;311711.6485;836.0999756;0.579999983;9550.582317;353.9961502;356.8316311;2.400000095
6717.955461;274981.3173;845.7999878;0.709999979;9686.307571;355.5899753;357.4870154;2.599999905
6635.781675;234738.4023;854.289978;0.879999995;9970.624628;346.7666661;346.4533193;4.099999905
6618.538408;234648.641;853.0999756;0.899999976;9918.873668;341.2027001;341.2134525;11
6652.71893;255479.6366;854.4000244;0.920000017;9324.010213;341.0669844;341.5300087;6.5
6787.366908;322477.3747;843.2999878;0.779999971;9399.839968;349.4900897;352.1561969;5.099999905
6780.659226;325719.4119;846.0999756;0.829999983;8683.523379;351.406378;352.6203844;3.5
6717.537205;278022.2181;844;0.850000024;9596.221495;352.2542306;353.3550111;1.700000048
6766.90873;324891.2861;843.2999878;0.779999971;8816.246342;348.277458;349.7240579;5.400000095
6777.785453;324923.275;842.9000244;0.779999971;9539.559389;348.8703182;352.8390185;5.800000191
6690.815632;325148.5224;843.9000244;0.839999974;8891.304737;345.1194462;345.8626985;4.300000191
6742.753925;324994.8628;835;0.649999976;10204.79806;347.6324043;350.1794462;9.100000381
6706.026438;324869.7233;844.2999878;0.779999971;8622.225822;349.0563792;350.648848;6.900000095
6725.826329;324996.8863;847.5999756;0.75999999;8891.208215;353.3051809;355.1772653;10.80000019
6741.44419;324957.4785;858.7999878;0.899999976;8933.309294;356.4770163;357.8593965;9
6762.855093;325218.0065;858.7000122;0.860000014;9352.02065;360.8446408;362.5495982;6.099999905
6744.567824;325212.3792;859.7999878;0.889999986;8450.558157;358.4772642;357.7007751;6.400000095
6699.467111;325038.9938;856.7999878;0.790000021;7470.905264;353.2421613;349.6388469;7.699999809
6693.665376;325123.9464;844.5999756;0.720000029;8573.483754;349.8799221;351.125428;5.699999809
6616.298323;325835.6128;843.5999756;0.720000029;8222.509312;347.1000335;347.6547589;9.600000381
6690.692496;324907.2335;843.7000122;0.699999988;8945.641308;349.5298499;352.4184204;9.5
6713.869152;324981.3608;846.4000244;0.800000012;9804.956286;352.9949815;358.6219585;5.300000191
6697.095813;327005.4994;850.0999756;0.819999993;9209.485534;350.919794;354.7047892;7.599999905
6696.154647;324968.4389;849.7000122;0.790000021;9032.41804;349.4371749;353.0776117;10.19999981
6697.573957;325067.5673;848.2999878;0.790000021;9034.644889;349.5540886;353.2328368;10.89999962
6732.998692;325009.1339;848.5;0.839999974;9817.67489;349.159092;353.2130015;10.10000038
6726.772393;324994.3546;848.4000244;0.860000014;9665.910116;350.7358208;355.5912734;7.5
6598.275502;160989.555;850.9000244;0.819999993;13508.13931;335.8418438;336.1079461;8.699999809
6669.644083;194478.2871;850.9000244;0.819999993;12587.21822;345.6738343;347.6438861;1.700000048
6771.273704;254901.9929;850.9000244;0.819999993;11230.10795;348.30545;350.4130402;1.899999976
6806.617002;322611.6142;840.0999756;0.439999998;10097.08857;350.3617094;352.8053174;2.400000095
6707.016512;325015.5758;840.0999756;0.439999998;8780.173412;348.622428;347.3541848;2.299999952
6692.385537;325043.4974;839;0.379999995;8865.332521;344.2806721;344.0281686;4.300000191
6670.876577;325144.6022;840.0999756;0.439999998;9294.769502;342.0602068;345.1136114;5.900000095
6675.775816;325226.853;842.7999878;0.460000008;9126.021352;340.8487886;341.6580143;9.199999809
6614.27016;322143.4457;835.9000244;0.389999986;8942.622191;339.843066;339.8909082;14.30000019
6566.731816;325354.1654;836.4000244;0.529999971;8722.093827;344.5189207;344.7685544;12.30000019
6540.643608;325159.1405;837.9000244;0.569999993;8399.661488;342.3718161;342.0397006;11.19999981
6553.023553;325596.6643;834.7000122;0.430000007;8732.697872;341.169029;342.1659796;11.10000038
6575.851166;324254.7372;834.4000244;0.419999987;8784.698023;341.6651352;343.1514055;10.5
6582.498008;325388.8288;835.5;0.550000012;8970.633448;341.9853333;344.0963232;10.80000019
6594.94167;324955.0029;836.0999756;0.540000021;9409.916213;341.4783251;343.6045143;12.89999962
6582.29435;325672.1541;835.5;0.560000002;9960.72555;342.8172049;345.1166699;9.100000381
6590.655754;326019.4251;836.4000244;0.529999971;10020.18377;343.0834559;345.7108782;8.600000381
6593.381226;325420.3233;837;0.579999983;10068.24715;342.6246894;345.1655715;10.19999981
6623.595432;325363.0696;837.2999878;0.589999974;10203.06137;341.9746409;344.6983711;14.5
6629.512233;324961.405;843.2999878;0.629999995;10084.00608;344.8389582;348.8927244;8.899999619
6633.38092;325668.9622;842.0999756;0.620000005;10624.54366;344.4928449;349.0154574;7.400000095
6613.104103;325199.6947;841.7000122;0.610000014;9589.161133;344.3215424;347.0279792;10
6610.437002;325135.9235;841.0999756;0.629999995;9472.657536;344.9286451;347.034503;8.699999809
6608.535606;325173.6207;841.5999756;0.649999976;9384.229085;346.6833272;349.5127697;8.800000191
6608.88897;325219.8375;844;0.689999998;9393.115994;346.26595;349.2105968;9.300000191
6249.926358;164107.6021;843.2000122;0.660000026;13925.83023;322.3396972;324.8153197;2.400000095
6282.272855;146571.0979;836.7999878;0.460000008;15692.38606;307.2495371;314.965611;3
6445.307713;168030.7428;836.7999878;0.460000008;13803.49729;330.6090648;334.7483227;1
6481.759541;230530.9574;836.7999878;0.460000008;12180.6477;340.0812921;343.3135658;7.300000191
6549.78384;250530.6376;851.4000244;0.779999971;11970.57193;341.4794653;344.2089053;14.69999981
6591.262989;325545.8012;850.7999878;0.800000012;10239.77866;347.5849873;350.4069201;9.899999619
6547.981413;324948.086;849.2999878;0.629999995;10460.72497;347.0185236;350.1790193;11.19999981
6548.40384;324999.9581;851.0999756;0.610000014;10405.6578;347.6179814;350.3132551;10.19999981
6539.105793;324950.8769;851.5;0.469999999;10243.57907;347.382715;349.9137255;9.5
6540.33418;325028.5016;848.7000122;0.550000012;10519.62918;347.4768017;350.3401388;6
6553.734233;325479.5218;847.2000122;0.550000012;10560.04093;347.487237;350.6544407;6.800000191
6556.23088;325399.2993;851.2999878;0.620000005;10251.43777;347.2008515;350.5039323;8
6529.810439;326236.0013;851.7999878;0.550000012;9493.225362;346.1229777;348.5481127;6.5
6525.329723;325066.9257;848.9000244;0.449999988;9605.603541;345.7668056;347.8816446;9.399999619
6509.221288;325805.0109;846.7999878;0.519999981;9308.648224;344.5172031;346.6687514;9.800000191
6505.025563;325497.7382;845.4000244;0.5;9173.190956;344.6941223;346.6382176;10.10000038
6530.18783;324997.836;845.7999878;0.5;10022.11015;344.3390222;346.8301194;9
6563.729756;324136.1483;846.5999756;0.49000001;9979.302635;344.3010333;347.7853551;10
6587.319332;325380.734;847.0999756;0.519999981;9110.673974;344.5687853;347.6317708;10.30000019
6517.277886;266969.3057;847.0999756;0.469999999;10308.64866;344.5515946;347.7655062;4.099999905
6609.213604;324879.3;847.0999756;0.469999999;9715.663263;346.925205;350.3646646;8.699999809
6600.430888;324930.1502;847;0.400000006;9390.771212;345.6535273;347.8988611;9.600000381
6557.414242;324966.1527;842.4000244;0.479999989;9480.93008;345.5521284;347.2412803;10
6558.54303;325492.5481;843.7999878;0.400000006;10189.24999;349.4604644;352.4410048;9.5
6579.32306;325540.2832;846.5999756;0.610000014;10435.76651;351.7110107;356.270954;8
6559.565716;325023.3266;853.5999756;0.589999974;9834.367022;350.3133693;354.2890294;8.300000191
6560.456217;324987.1137;849.7999878;0.579999983;9974.813096;347.9102347;352.0378283;7.599999905
6550.090813;325118.726;847.2999878;0.550000012;9576.698052;346.3791765;349.0216187;11.30000019
6565.715623;325139.5885;846;0.560000002;10044.04871;348.5890515;352.0167271;9.399999619
6559.983244;325211.1256;847.0999756;0.629999995;9632.330793;347.199365;349.1828603;9.699999809
6536.094903;325167.8651;842.7999878;0.589999974;9307.770531;347.0372319;348.6146389;10
6566.142173;324980.1079;844.5;0.479999989;9442.826394;348.0377498;350.0358064;10
6581.175621;325051.6962;845.2000122;0.600000024;9890.488045;348.5543256;351.4949454;6.300000191
6567.673891;325278.0676;845;0.610000014;9527.897218;346.9039874;348.309339;9.600000381
6558.232111;326530.3746;846.2000122;0.610000014;9508.04425;347.5669514;349.3433571;13.89999962
6617.030762;325072.885;849.0999756;0.660000026;9875.214721;347.966766;350.3977768;12.80000019
6599.53704;325498.5964;848.5999756;0.649999976;9401.736267;347.6705386;349.6475437;9.5
6572.39437;324999.2436;854.2999878;0.330000013;8899.244889;345.8371186;345.9612178;10.89999962
6561.679207;325099.974;849.7999878;0.300000012;8979.30966;344.5869521;345.5798267;15
6572.465291;323707.4488;852.2000122;0.379999995;9205.558616;345.4843464;346.5693317;11.39999962
6577.538635;325086.2025;851.0999756;0.379999995;9328.181173;345.1034289;346.5976473;10.60000038
6575.390581;325467.3853;850.4000244;0.379999995;9283.097334;344.6493482;346.1435042;14.30000019
6589.480355;324988.9912;849.5999756;0.419999987;9595.896723;346.3357507;348.5726044;12.39999962
6552.691448;325323.5615;849.7999878;0.439999998;9685.807079;346.4065923;347.8918252;7.400000095
6534.131797;324532.8912;841.9000244;0.49000001;9983.942694;345.1035492;346.8310941;8.600000381
6541.148693;325637.5319;840.5999756;0.529999971;10201.12521;345.8383343;349.2179471;4.900000095
6553.123223;324933.0776;844.2000122;0.479999989;9466.323921;344.3350241;345.0048515;10.10000038
6548.241531;325113.4786;845.2999878;0.449999988;9370.452785;344.3003631;344.4789798;8.300000191
6541.505262;324558.92;843.9000244;0.439999998;9372.983863;344.8282688;345.5253377;13.69999981
6497.861255;320225.6399;846.2000122;0.419999987;9860.860632;345.0494972;347.3616042;9.699999809
6498.287581;325082.0035;841.7999878;0.569999993;9462.076309;345.1277949;346.9375313;8.300000191
6500.866894;324912.1578;842.7999878;0.560000002;9527.470446;344.5587107;346.4740135;10
6516.051936;324673.3395;843.2999878;0.550000012;9874.144711;347.7503408;350.4211941;8.399999619
6802.350042;306885.9834;845.2999878;0.579999983;9811.564067;348.5525907;348.5378594;6.900000095
6828.731721;314984.6555;846;0.589999974;10188.39504;348.5738908;349.568777;8.899999619
6720.637571;324992.1723;848;0.479999989;9703.950647;348.3987264;349.2699198;10.80000019
6702.959277;304996.2667;849.7999878;0.589999974;9883.725018;348.4237045;348.5007965;9.899999619
6725.641739;325026.1826;847.9000244;0.620000005;9532.127964;349.6623762;349.6033307;8.899999619
6553.901755;325010.4614;848.4000244;0.550000012;10311.8969;348.8970428;351.6717211;6.800000191
6520.198353;324761.6399;841.5999756;0.670000017;10117.27942;347.9351079;350.9093311;6
6513.103734;325013.1841;839;0.660000026;9835.683148;344.695633;347.1394056;9
6506.152718;324990.3905;840.0999756;0.660000026;9316.134764;344.5491091;344.57462;13.10000038
6530.876665;323752.1175;838.7000122;0.540000021;9357.674365;344.4785835;344.8495846;9.800000191
6530.427517;324977.0918;837.2000122;0.680000007;9593.596362;344.8211858;345.354696;8.600000381
6519.201712;324987.7644;834.4000244;0.689999998;9720.483696;346.5746108;348.5441172;8.699999809
6476.032255;323188.3337;837.5;0.689999998;9094.147816;341.8337004;341.6876326;8.800000191
6479.912058;323760.754;828;0.589999974;9269.961405;341.5593007;341.4211853;9.699999809
6485.464981;324251.3181;827.9000244;0.629999995;9369.37205;342.2375619;342.1908053;11.19999981
6453.418357;325010.1071;829.2000122;0.649999976;9628.640718;345.8321717;347.9427441;7.199999809
6465.140635;325002.1503;831.0999756;0.680000007;9637.972915;346.1317764;347.7960986;6.300000191
6482.342823;322822.9449;831;0.660000026;10073.38426;352.1361206;354.4792323;3.799999952
6561.641938;324780.8172;836.7000122;0.769999981;9980.313317;355.2456156;360.1347372;5.800000191
6596.827931;324999.3289;843.5;0.920000017;9536.916851;355.7264566;358.4170398;7.699999809
6593.829667;325090.5198;845.0999756;0.930000007;9533.175443;354.2447909;357.1167256;5.599999905
6598.272084;324905.8984;840.7999878;0.850000024;9355.368946;353.2180721;355.778549;9.100000381
6594.385312;323119.373;844.1749878;0.910000011;9552.095476;352.4699125;356.3795574;4.900000095
6611.11351;325062.9638;845.2999878;0.930000007;9676.476011;355.9410169;358.7458795;6.199999809
6648.470666;325064.2412;844.5;0.980000019;10149.28684;356.3718368;359.4335436;5.099999905
6575.237334;324955.4261;843.7000122;0.860000014;9325.392129;357.5411768;358.3455089;5.900000095
6562.787979;324853.7914;844.2999878;0.939999998;9901.024878;356.3785168;358.7417441;5
6572.099829;325047.067;842;0.959999979;9978.974882;355.0488743;357.2674414;7.699999809
6556.562961;324643.247;843.2000122;0.980000019;9499.597284;352.6550431;353.3105953;8.899999619
6562.381078;324824.9264;840.0999756;0.930000007;9945.39506;351.9015345;353.8170765;9.100000381
6539.914648;324963.7777;840.7999878;0.870000005;10064.66299;351.7184968;353.875673;10.39999962
6521.206175;325372.6182;840.7999878;0.930000007;9684.471458;351.0610939;353.1457928;11.69999981
6533.643327;325127.8459;840.5;0.920000017;9790.334275;353.1552335;355.0255368;9.399999619
6510.359333;324817.7039;840.5999756;0.939999998;9370.309953;353.3706385;355.5642599;9
6529.810725;310113.5621;840.7999878;0.930000007;10225.30939;350.2504373;353.2966504;9.300000191
6541.825496;310000.5285;841.4000244;0.970000029;10589.50352;350.5280123;354.2116193;8.899999619
6543.485634;309970.0765;842.0999756;0.970000029;10485.37686;350.6628722;353.9225799;10.5
6584.178289;309987.5011;842.0999756;0.980000019;11489.46225;356.6637059;361.4708349;4.300000191
6568.784037;309989.4678;843.0999756;1.059999943;11129.04015;352.2165865;356.7429918;8.300000191
6548.289651;310548.9987;843.2000122;1.090000033;10540.62354;350.7343204;354.8272927;12.39999962
6570.194778;319851.3733;844.9000244;1.070000052;10940.35948;353.0755715;358.325507;8.5
6581.773283;324959.5757;844.9000244;1.070000052;11060.4437;354.9198684;360.7447728;5.300000191
6583.254376;324979.631;842;1.029999971;10498.0394;353.0929284;356.7671584;9.899999619
